Date,Id,Total,PublicitySpending
2022-11-25,7,18821,3124
2022-11-26,7,9924,496
2022-11-27,7,14539,1889
2022-11-28,7,7036,388
2022-11-29,7,6136,522
2022-11-30,7,17011,1318
2022-12-01,7,7288,1448
2022-12-02,7,14198,1194
2022-12-03,7,17935,3091
2022-12-04,7,14508,1711
2022-12-05,7,5693,545
2022-12-06,7,15430,1338
2022-12-07,7,9818,1576
2022-12-08,7,19827,1770
2022-12-09,7,7845,547
2022-12-10,7,7851,818
2022-12-11,7,17013,1153
2022-12-12,7,10083,1851
2022-12-13,7,14210,2590
2022-12-14,7,17135,2291
2022-12-15,7,5320,489
2022-12-16,7,12227,2195
2022-12-17,7,17179,3104
2022-12-18,7,11288,1887
2022-12-19,7,13254,2133
2022-12-20,7,12615,2157
2022-12-21,7,17798,1742
2022-12-22,7,6699,1105
2022-12-23,7,7678,631
2022-12-24,7,10023,1101
2022-12-25,7,11005,1174
2022-12-26,7,10372,1778
2022-12-27,7,14630,874
2022-12-28,7,18993,1986
2022-12-29,7,17034,3319
2022-12-30,7,19494,1920
2022-12-31,7,10078,1593
2022-01-01,8,18068,1027
2022-01-02,8,8815,673
2022-01-03,8,6185,724
2022-01-04,8,6363,499
2022-01-05,8,19507,1932
2022-01-06,8,17168,2749
2022-01-07,8,15871,2586
2022-01-08,8,19920,2650
2022-01-09,8,14748,1743
2022-01-10,8,7736,1237
2022-01-11,8,19034,2911
2022-01-12,8,7411,967
2022-01-13,8,6590,1295
2022-01-14,8,15788,2684
2022-01-15,8,12046,2248
2022-01-16,8,8766,449
2022-01-17,8,16640,1718
2022-01-18,8,15341,2817
2022-01-19,8,11995,890
2022-01-20,8,17622,3329
2022-01-21,8,11755,1224
2022-01-22,8,13846,2705
2022-01-23,8,9430,1300
2022-01-24,8,13965,1856
2022-01-25,8,11487,2283
2022-01-26,8,8637,1624
2022-01-27,8,6972,1223
2022-01-28,8,9061,1394
2022-01-29,8,5582,1066
2022-01-30,8,7379,1139
2022-01-31,8,5320,365
2022-02-01,8,9522,617
2022-02-02,8,12515,1157
2022-02-03,8,19079,3636
2022-02-04,8,13165,2452
2022-02-05,8,15906,850
2022-02-06,8,17160,3223
2022-02-07,8,10439,740
2022-02-08,8,18979,1676
2022-02-09,8,8829,940
2022-02-10,8,6817,464
2022-02-11,8,17936,3180
2022-02-12,8,5503,395
2022-02-13,8,12429,1450
2022-02-14,8,18977,3710
2022-02-15,8,12862,718
2022-02-16,8,16047,2411
2022-02-17,8,13065,1188
2022-02-18,8,13980,1374
2022-02-19,8,9301,1118
2022-02-20,8,10115,1798
2022-02-21,8,5481,696
2022-02-22,8,17393,3128
2022-02-23,8,17249,964
2022-02-24,8,13276,1665
2022-02-25,8,5865,750
2022-02-26,8,16256,2421
2022-02-27,8,14232,2428
2022-02-28,8,10327,1277
2022-03-01,8,13826,1270
2022-03-02,8,17210,1384
2022-03-03,8,11720,1053
2022-03-04,8,9833,1440
2022-03-05,8,11781,1308
2022-03-06,8,14521,2365
2022-03-07,8,8235,834
2022-03-08,8,10220,1555
2022-03-09,8,19529,2955
2022-03-10,8,18195,2953
2022-03-11,8,10170,1488
2022-03-12,8,10178,1554
2022-03-13,8,17309,1487
2022-03-14,8,14432,1678
2022-03-15,8,12416,858
2022-03-16,8,11472,1139
2022-03-17,8,17975,2449
2022-03-18,8,6307,352
2022-03-19,8,11073,1127
2022-03-20,8,7644,463
2022-03-21,8,7005,690
2022-03-22,8,17748,1869
2022-03-23,8,18876,1593
2022-03-24,8,15969,1253
2022-03-25,8,14861,869
2022-03-26,8,12553,2456
2022-03-27,8,14856,2040
2022-03-28,8,16921,2960
2022-03-29,8,17824,1499
2022-03-30,8,6110,1006
2022-03-31,8,8672,680
2022-04-01,8,14140,1472
2022-04-02,8,14348,1688
2022-04-03,8,17937,3020
2022-04-04,8,18596,2323
2022-04-05,8,6404,616
2022-04-06,8,5011,611
2022-04-07,8,11073,1919
2022-04-08,8,14103,1599
2022-04-09,8,13585,1546
2022-04-10,8,6332,499
2022-04-11,8,13204,934
2022-04-12,8,18610,3067
2022-04-13,8,17633,1190
2022-04-14,8,14629,1252
2022-04-15,8,16276,2109
2022-04-16,8,12129,1425
2022-04-17,8,10038,1484
2022-04-18,8,19724,3527
2022-04-19,8,7987,792
2022-04-20,8,11237,1460
2022-04-21,8,12726,2151
2022-04-22,8,8702,951
2022-04-23,8,6902,856
2022-04-24,8,16804,2168
2022-04-25,8,7770,1501
2022-04-26,8,17411,1878
2022-04-27,8,17629,2784
2022-04-28,8,10642,740
2022-04-29,8,19701,2964
2022-04-30,8,11227,2158
2022-05-01,8,6922,917
2022-05-02,8,12759,2055
2022-05-03,8,18456,1477
2022-05-04,8,11104,813
2022-05-05,8,7064,383
2022-05-06,8,13074,2001
2022-05-07,8,13465,1579
2022-05-08,8,10760,1401
2022-05-09,8,5396,788
2022-05-10,8,18092,1051
2022-05-11,8,7653,565
2022-05-12,8,12999,1911
2022-05-13,8,8509,734
2022-05-14,8,9184,1413
2022-05-15,8,10517,896
2022-05-16,8,17808,3161
2022-05-17,8,16240,3115
2022-05-18,8,8891,568
2022-05-19,8,8877,1649
2022-05-20,8,11984,1707
2022-05-21,8,13378,999
2022-05-22,8,15272,1768
2022-05-23,8,17874,3431
2022-05-24,8,16758,3196
2022-05-25,8,7728,1432
2022-05-26,8,8947,684
2022-05-27,8,12241,2030
2022-05-28,8,9012,1204
2022-05-29,8,16951,2203
2022-05-30,8,15360,2624
2022-05-31,8,5221,707
2022-06-01,8,10310,634
2022-06-02,8,19852,3294
2022-06-03,8,9965,1439
2022-06-04,8,17347,3187
2022-06-05,8,14986,1964
2022-06-06,8,6748,913
2022-06-07,8,14238,1628
2022-06-08,8,12426,1818
2022-06-09,8,8924,735
2022-06-10,8,8951,504
2022-06-11,8,5550,316
2022-06-12,8,8809,1344
2022-06-13,8,15171,876
2022-06-14,8,14879,2168
2022-06-15,8,8736,1629
2022-06-16,8,14544,1374
2022-06-17,8,10705,1308
2022-06-18,8,8432,1512
2022-06-19,8,16709,1226
2022-06-20,8,5226,503
2022-06-21,8,13993,1214
2022-06-22,8,14350,2594
2022-06-23,8,7287,872
2022-06-24,8,11672,1604
2022-06-25,8,14649,1467
2022-06-26,8,12768,1599
2022-06-27,8,13654,1387
2022-06-28,8,8747,1642
2022-06-29,8,13367,1212
2022-06-30,8,5570,1054
2022-07-01,8,5872,414
2022-07-02,8,6709,685
2022-07-03,8,13187,1638
2022-07-04,8,5898,667
2022-07-05,8,7646,1046
2022-07-06,8,9072,1731
2022-07-07,8,5643,485
2022-07-08,8,13572,2062
2022-07-09,8,6987,1278
2022-07-10,8,10340,1433
2022-07-11,8,5516,290
2022-07-12,8,12389,1770
2022-07-13,8,11351,951
2022-07-14,8,14742,850
2022-07-15,8,11009,1818
2022-07-16,8,16367,3020
2022-07-17,8,12753,2294
2022-07-18,8,14411,1803
2022-07-19,8,9713,1791
2022-07-20,8,16800,2774
2022-07-21,8,14793,2271
2022-07-22,8,11108,695
2022-07-23,8,11865,1279
2022-07-24,8,5288,817
2022-07-25,8,10199,1558
2022-07-26,8,10297,662
2022-07-27,8,11736,673
2022-07-28,8,12553,657
2022-07-29,8,17734,2297
2022-07-30,8,8227,423
2022-07-31,8,18621,1823
2022-08-01,8,15383,878
2022-08-02,8,17242,2164
2022-08-03,8,17636,1212
2022-08-04,8,13288,1109
2022-08-05,8,18307,2941
2022-08-06,8,10122,1254
2022-08-07,8,17351,2231
2022-08-08,8,13449,1193
2022-08-09,8,19614,3807
2022-08-10,8,17339,1432
2022-08-11,8,19350,1479
2022-08-12,8,11540,828
2022-08-13,8,10823,1523
2022-08-14,8,19863,2442
2022-08-15,8,14131,1774
2022-08-16,8,18382,1715
2022-08-17,8,9712,1190
2022-08-18,8,14711,1894
2022-08-19,8,17147,2687
2022-08-20,8,16508,2007
2022-08-21,8,13535,1675
2022-08-22,8,8388,1016
2022-08-23,8,10720,1295
2022-08-24,8,5527,286
2022-08-25,8,9337,586
2022-08-26,8,15535,875
2022-08-27,8,9328,1311
2022-08-28,8,12236,1519
2022-08-29,8,17873,2471
2022-08-30,8,17259,1839
2022-08-31,8,19288,2155
2022-09-01,8,16870,2557
2022-09-02,8,12503,2245
2022-09-03,8,19406,2905
2022-09-04,8,7434,1065
2022-09-05,8,13608,1265
2022-09-06,8,9737,1351
2022-09-07,8,5568,475
2022-09-08,8,9168,1722
2022-09-09,8,18046,1783
2022-09-10,8,8615,1535
2022-09-11,8,19005,3522
2022-09-12,8,14772,2261
2022-09-13,8,19904,1390
2022-09-14,8,12549,1285
2022-09-15,8,13350,695
2022-09-16,8,14521,2001
2022-09-17,8,11539,709
2022-09-18,8,9008,1156
2022-09-19,8,18705,1531
2022-09-20,8,18528,3663
2022-09-21,8,7037,669
2022-09-22,8,7690,720
2022-09-23,8,16007,2037
2022-09-24,8,5929,939
2022-09-25,8,19117,3709
2022-09-26,8,16336,2783
2022-09-27,8,19886,3882
2022-09-28,8,18913,2424
2022-09-29,8,11559,2084
2022-09-30,8,15351,1263
2022-10-01,8,19964,3273
2022-10-02,8,18129,1186
2022-10-03,8,18156,3619
2022-10-04,8,13415,1283
2022-10-05,8,7972,1127
2022-10-06,8,17026,2117
2022-10-07,8,14817,2135
2022-10-08,8,16850,2059
2022-10-09,8,14431,1562
2022-10-10,8,8425,1021
2022-10-11,8,19783,1377
2022-10-12,8,9929,1047
2022-10-13,8,15382,1506
2022-10-14,8,12301,1760
2022-10-15,8,5031,990
2022-10-16,8,14211,1227
2022-10-17,8,18731,1219
2022-10-18,8,7959,875
2022-10-19,8,19171,3130
2022-10-20,8,13067,2365
2022-10-21,8,11002,1914
2022-10-22,8,16247,2664
2022-10-23,8,11218,1562
2022-10-24,8,10512,1739
2022-10-25,8,9291,1192
2022-10-26,8,15075,2567
2022-10-27,8,10140,652
2022-10-28,8,18868,2609
2022-10-29,8,8867,1749
2022-10-30,8,5571,753
2022-10-31,8,5947,740
2022-11-01,8,13944,2296
2022-11-02,8,8703,1440
2022-11-03,8,10797,949
2022-11-04,8,6580,926
2022-11-05,8,15980,834
2022-11-06,8,13051,917
2022-11-07,8,6836,1253
2022-11-08,8,10224,1075
2022-11-09,8,15790,1573
2022-11-10,8,18097,1791
2022-11-11,8,18513,2531
2022-11-12,8,9296,1739
2022-11-13,8,16414,2036
2022-11-14,8,13265,699
2022-11-15,8,10971,2111
2022-11-16,8,14577,2546
2022-11-17,8,18935,1749
2022-11-18,8,17855,1227
2022-11-19,8,8127,478
2022-11-20,8,17002,2353
2022-11-21,8,6344,1193
2022-11-22,8,15158,2955
2022-11-23,8,8661,1167
2022-11-24,8,6871,421
2022-11-25,8,10481,1882
2022-11-26,8,17030,1374
2022-11-27,8,17328,1523
2022-11-28,8,16735,2456
2022-11-29,8,6156,1223
2022-11-30,8,7958,1241
2022-12-01,8,15722,2985
2022-12-02,8,16392,879
2022-12-03,8,5586,409
2022-12-04,8,15571,2573
2022-12-05,8,18976,2723
2022-12-06,8,5966,726
2022-12-07,8,14979,1876
2022-12-08,8,12726,910
2022-12-09,8,6212,724
2022-12-10,8,13121,1422
2022-12-11,8,6790,876
2022-12-12,8,18894,2680
2022-12-13,8,15098,1309
2022-12-14,8,17207,1066
2022-12-15,8,10634,1091
2022-12-16,8,5024,991
2022-12-17,8,16660,2458
2022-12-18,8,18791,1799
2022-12-19,8,6856,1127
2022-12-20,8,14060,1317
2022-12-21,8,8155,517
2022-12-22,8,13487,2575
2022-12-23,8,18535,1024
2022-12-24,8,11306,742
2022-12-25,8,16016,2640
2022-12-26,8,9773,610
2022-12-27,8,15729,1572
2022-12-28,8,13185,1368
2022-12-29,8,15094,2908
2022-12-30,8,13161,1647
2022-12-31,8,12533,1972
2022-01-01,9,7296,718
2022-01-02,9,18732,3585
2022-01-03,9,16935,2489
2022-01-04,9,13211,2396
2022-01-05,9,11676,805
2022-01-06,9,5699,637
2022-01-07,9,7317,789
2022-01-08,9,7993,1262
2022-01-09,9,12785,1006
2022-01-10,9,19790,1829
2022-01-11,9,19140,1441
2022-01-12,9,5224,790
2022-01-13,9,14964,2137
2022-01-14,9,5955,479
2022-01-15,9,6132,644
2022-01-16,9,6696,654
2022-01-17,9,12691,1746
2022-01-18,9,19130,2839
2022-01-19,9,14061,937
2022-01-20,9,5908,832
2022-01-21,9,14916,900
2022-01-22,9,8658,1496
2022-01-23,9,6772,639
2022-01-24,9,7196,538
2022-01-25,9,9034,1668
2022-01-26,9,12344,774
2022-01-27,9,11960,1098
2022-01-28,9,12389,1899
2022-01-29,9,17270,1192
2022-01-30,9,12504,2448
2022-01-31,9,11067,1543
2022-02-01,9,9773,1232
2022-02-02,9,8216,1457
2022-02-03,9,9186,1094
2022-02-04,9,17085,3313
2022-02-05,9,14291,1136
2022-02-06,9,8517,765
2022-02-07,9,14767,1040
2022-02-08,9,18872,1447
2022-02-09,9,5683,738
2022-02-10,9,5338,641
2022-02-11,9,17998,2255
2022-02-12,9,5427,324
2022-02-13,9,5544,740
2022-02-14,9,17622,1778
2022-02-15,9,8340,891
2022-02-16,9,17268,2696
2022-02-17,9,10829,1540
2022-02-18,9,15329,2473
2022-02-19,9,9083,608
2022-02-20,9,15487,2205
2022-02-21,9,12372,2389
2022-02-22,9,19358,2029
2022-02-23,9,15193,1417
2022-02-24,9,17468,1219
2022-02-25,9,12977,1853
2022-02-26,9,18381,2874
2022-02-27,9,6476,559
2022-02-28,9,14081,1154
2022-03-01,9,14398,2504
2022-03-02,9,16270,3019
2022-03-03,9,17535,1195
2022-03-04,9,7124,1424
2022-03-05,9,5020,299
2022-03-06,9,11786,626
2022-03-07,9,7943,1586
2022-03-08,9,18115,1231
2022-03-09,9,14731,1961
2022-03-10,9,16101,846
2022-03-11,9,19572,3833
2022-03-12,9,8299,861
2022-03-13,9,9854,1192
2022-03-14,9,8775,1200
2022-03-15,9,14690,1250
2022-03-16,9,8968,1126
2022-03-17,9,5588,532
2022-03-18,9,11852,883
2022-03-19,9,16627,1948
2022-03-20,9,5839,309
2022-03-21,9,12606,2070
2022-03-22,9,5285,601
2022-03-23,9,15038,1565
2022-03-24,9,9392,1669
2022-03-25,9,10777,825
2022-03-26,9,7141,830
2022-03-27,9,17223,992
2022-03-28,9,17895,3429
2022-03-29,9,18898,3405
2022-03-30,9,10180,732
2022-03-31,9,9913,1954
2022-04-01,9,14667,2423
2022-04-02,9,7983,406
2022-04-03,9,17088,2495
2022-04-04,9,18415,1687
2022-04-05,9,9292,559
2022-04-06,9,15554,2457
2022-04-07,9,17512,2651
2022-04-08,9,16534,2449
2022-04-09,9,17552,1503
2022-04-10,9,17080,1121
2022-04-11,9,12524,981
2022-04-12,9,17302,2119
2022-04-13,9,19802,1856
2022-04-14,9,18096,1425
2022-04-15,9,14533,2713
2022-04-16,9,16124,2894
2022-04-17,9,17452,1253
2022-04-18,9,12865,1539
2022-04-19,9,11360,1244
2022-04-20,9,12311,2128
2022-04-21,9,6577,987
2022-04-22,9,6935,842
2022-04-23,9,5734,842
2022-04-24,9,14735,1159
2022-04-25,9,11607,1049
2022-04-26,9,9425,1225
2022-04-27,9,9883,762
2022-04-28,9,12203,1876
2022-04-29,9,13213,2552
2022-04-30,9,19848,2583
2022-05-01,9,15565,874
2022-05-02,9,19673,2242
2022-05-03,9,9501,567
2022-05-04,9,14265,2082
2022-05-05,9,6371,912
2022-05-06,9,8519,1414
2022-05-07,9,11953,1087
2022-05-08,9,10239,782
2022-05-09,9,19679,1775
2022-05-10,9,5615,785
2022-05-11,9,11314,1488
2022-05-12,9,10121,1769
2022-05-13,9,8759,1209
2022-05-14,9,19540,2781
2022-05-15,9,9466,1496
2022-05-16,9,19784,1196
2022-05-17,9,13024,2477
2022-05-18,9,12060,1451
2022-05-19,9,9129,1449
2022-05-20,9,14006,1777
2022-05-21,9,7862,504
2022-05-22,9,11838,1611
2022-05-23,9,14093,932
2022-05-24,9,5414,501
2022-05-25,9,15985,1255
2022-05-26,9,13079,2333
2022-05-27,9,7030,1064
2022-05-28,9,6106,453
2022-05-29,9,17818,2521
2022-05-30,9,13953,2695
2022-05-31,9,9103,846
2022-06-01,9,17611,3333
2022-06-02,9,19424,3522
2022-06-03,9,7012,734
2022-06-04,9,10318,1635
2022-06-05,9,16666,1699
2022-06-06,9,17148,1781
2022-06-07,9,16863,2882
2022-06-08,9,19826,3137
2022-06-09,9,15888,1581
2022-06-10,9,7354,955
2022-06-11,9,9023,1621
2022-06-12,9,10595,814
2022-06-13,9,17749,1493
2022-06-14,9,6126,593
2022-06-15,9,13957,715
2022-06-16,9,19816,3204
2022-06-17,9,12645,1037
2022-06-18,9,5526,713
2022-06-19,9,11368,1259
2022-06-20,9,10234,2036
2022-06-21,9,14034,2798
2022-06-22,9,15073,1016
2022-06-23,9,5188,990
2022-06-24,9,6721,1230
2022-06-25,9,14936,2735
2022-06-26,9,12569,1814
2022-06-27,9,6872,1244
2022-06-28,9,5029,355
2022-06-29,9,12178,1529
2022-06-30,9,10025,674
2022-07-01,9,12546,1792
2022-07-02,9,17671,1411
2022-07-03,9,13503,750
2022-07-04,9,18899,1410
2022-07-05,9,12074,1914
2022-07-06,9,11959,1188
2022-07-07,9,16162,3191
2022-07-08,9,6763,594
2022-07-09,9,9923,549
2022-07-10,9,9671,1076
2022-07-11,9,19294,1068
2022-07-12,9,7694,1379
2022-07-13,9,13028,2429
2022-07-14,9,5370,710
2022-07-15,9,19558,3554
2022-07-16,9,18175,1737
2022-07-17,9,9614,927
2022-07-18,9,12190,1183
2022-07-19,9,18243,3267
2022-07-20,9,16763,2088
2022-07-21,9,18897,3484
2022-07-22,9,15044,2521
2022-07-23,9,16470,3271
2022-07-24,9,17170,1571
2022-07-25,9,7291,563
2022-07-26,9,18048,1812
2022-07-27,9,8996,1228
2022-07-28,9,12904,954
2022-07-29,9,19430,2460
2022-07-30,9,6158,705
2022-07-31,9,12028,1349
2022-08-01,9,5417,630
2022-08-02,9,11231,1794
2022-08-03,9,19050,1769
2022-08-04,9,8129,1037
2022-08-05,9,19226,2701
2022-08-06,9,18367,1677
2022-08-07,9,19924,3930
2022-08-08,9,12435,1638
2022-08-09,9,9411,1013
2022-08-10,9,17483,953
2022-08-11,9,10944,1052
2022-08-12,9,5737,367
2022-08-13,9,6717,377
2022-08-14,9,9045,1089
2022-08-15,9,14846,2361
2022-08-16,9,11670,2246
2022-08-17,9,13004,1615
2022-08-18,9,8397,922
2022-08-19,9,18892,1304
2022-08-20,9,11900,2163
2022-08-21,9,18498,3113
2022-08-22,9,11132,1337
2022-08-23,9,11641,733
2022-08-24,9,11985,1896
2022-08-25,9,15623,2241
2022-08-26,9,12691,2425
2022-08-27,9,8445,1092
2022-08-28,9,13309,1978
2022-08-29,9,17382,2117
2022-08-30,9,10330,1873
2022-08-31,9,12175,655
2022-09-01,9,15187,1000
2022-09-02,9,10558,1370
2022-09-03,9,9903,1379
2022-09-04,9,9134,712
2022-09-05,9,8417,1024
2022-09-06,9,8863,1770
2022-09-07,9,13116,1537
2022-09-08,9,19683,3621
2022-09-09,9,12881,1352
2022-09-10,9,12540,2494
2022-09-11,9,5038,742
2022-09-12,9,18331,2060
2022-09-13,9,19727,3726
2022-09-14,9,6816,801
2022-09-15,9,18848,3760
2022-09-16,9,11103,1792
2022-09-17,9,18919,1314
2022-09-18,9,17959,1350
2022-09-19,9,10870,1625
2022-09-20,9,7400,439
2022-09-21,9,9962,1123
2022-09-22,9,18155,1783
2022-09-23,9,8396,825
2022-09-24,9,6437,1044
2022-09-25,9,14041,1638
2022-09-26,9,13170,722
2022-09-27,9,13161,1630
2022-09-28,9,19898,1450
2022-09-29,9,10930,1998
2022-09-30,9,5163,520
2022-10-01,9,15348,2152
2022-10-02,9,15621,1712
2022-10-03,9,9673,1711
2022-10-04,9,17046,960
2022-10-05,9,14568,2143
2022-10-06,9,6583,441
2022-10-07,9,9236,1514
2022-10-08,9,11146,1633
2022-10-09,9,16844,3078
2022-10-10,9,13719,1319
2022-10-11,9,10751,597
2022-10-12,9,15778,3054
2022-10-13,9,6525,1105
2022-10-14,9,8115,417
2022-10-15,9,12952,1129
2022-10-16,9,7966,1265
2022-10-17,9,8316,967
2022-10-18,9,12317,1873
2022-10-19,9,9752,1762
2022-10-20,9,18921,3550
2022-10-21,9,14216,1381
2022-10-22,9,11490,893
2022-10-23,9,9788,685
2022-10-24,9,15789,2576
2022-10-25,9,5500,642
2022-10-26,9,8624,1535
2022-10-27,9,9735,1407
2022-10-28,9,7385,1460
2022-10-29,9,9318,1726
2022-10-30,9,13971,2412
2022-10-31,9,5768,688
2022-11-01,9,11694,1782
2022-11-02,9,18896,3258
2022-11-03,9,17658,1218
2022-11-04,9,17909,1819
2022-11-05,9,15732,1119
2022-11-06,9,11517,644
2022-11-07,9,5407,1007
2022-11-08,9,7994,812
2022-11-09,9,16041,2287
2022-11-10,9,10985,1996
2022-11-11,9,19803,1826
2022-11-12,9,13183,1291
2022-11-13,9,9294,1094
2022-11-14,9,16640,1463
2022-11-15,9,15830,990
2022-11-16,9,17211,1946
2022-11-17,9,12215,795
2022-11-18,9,6472,594
2022-11-19,9,6335,997
2022-11-20,9,9900,1423
2022-11-21,9,9219,1367
2022-11-22,9,15915,1104
2022-11-23,9,6723,1046
2022-11-24,9,17390,3287
2022-11-25,9,11887,686
2022-11-26,9,6425,1046
2022-11-27,9,7988,693
2022-11-28,9,7146,1172
2022-11-29,9,9057,1231
2022-11-30,9,8909,1387
2022-12-01,9,17210,1357
2022-12-02,9,18085,2127
2022-12-03,9,5098,923
2022-12-04,9,11084,809
2022-12-05,9,12442,2206
2022-12-06,9,15613,1602
2022-12-07,9,13403,2312
2022-12-08,9,14141,1644
2022-12-09,9,11361,2208
2022-12-10,9,18332,2709
2022-12-11,9,9182,541
2022-12-12,9,15643,849
2022-12-13,9,7772,1209
2022-12-14,9,16573,1480
2022-12-15,9,18259,2419
2022-12-16,9,7833,989
2022-12-17,9,9860,1369
2022-12-18,9,10056,1163
2022-12-19,9,5436,419
2022-12-20,9,18367,1563
2022-12-21,9,19374,1667
2022-12-22,9,15167,2996
2022-12-23,9,10327,1410
2022-12-24,9,14216,1861
2022-12-25,9,13659,2498
2022-12-26,9,17446,1531
2022-12-27,9,12689,2466
2022-12-28,9,19617,2241
2022-12-29,9,12379,806
2022-12-30,9,14833,2124
2022-12-31,9,14943,1485
2022-01-01,10,15170,1031
2022-01-02,10,5107,724
2022-01-03,10,6720,461
2022-01-04,10,16269,2191
2022-01-05,10,15368,2458
2022-01-06,10,19220,3274
2022-01-07,10,5237,297
2022-01-08,10,14206,1544
2022-01-09,10,19808,3937
2022-01-10,10,9238,1405
2022-01-11,10,12233,666
2022-01-12,10,6386,836
2022-01-13,10,13263,2403
2022-01-14,10,18850,1945
2022-01-15,10,8072,1493
2022-01-16,10,5194,726
2022-01-17,10,9967,624
2022-01-18,10,5555,990
2022-01-19,10,7286,895
2022-01-20,10,5845,296
2022-01-21,10,7068,393
2022-01-22,10,15277,2690
2022-01-23,10,10547,2029
2022-01-24,10,16529,1099
2022-01-25,10,6947,598
2022-01-26,10,8901,757
2022-01-27,10,11632,1365
2022-01-28,10,6941,525
2022-01-29,10,5954,466
2022-01-30,10,6430,1108
2022-01-31,10,11523,1173
2022-02-01,10,15520,834
2022-02-02,10,13096,2350
2022-02-03,10,7511,849
2022-02-04,10,18045,3184
2022-02-05,10,14758,2361
2022-02-06,10,12900,1429
2022-02-07,10,10329,1635
2022-02-08,10,7823,1115
2022-02-09,10,11211,1667
2022-02-10,10,18008,2927
2022-02-11,10,11147,722
2022-02-12,10,10672,774
2022-02-13,10,15165,1641
2022-02-14,10,6484,1051
2022-02-15,10,12072,2183
2022-02-16,10,10704,1895
2022-02-17,10,17174,1131
2022-02-18,10,18630,3049
2022-02-19,10,19727,1839
2022-02-20,10,18654,3050
2022-02-21,10,11467,1851
2022-02-22,10,10653,1266
2022-02-23,10,19416,3340
2022-02-24,10,5413,345
2022-02-25,10,7463,902
2022-02-26,10,16243,2318
2022-02-27,10,15739,2281
2022-02-28,10,10569,2069
2022-03-01,10,18062,963
2022-03-02,10,14593,1984
2022-03-03,10,18986,3246
2022-03-04,10,18492,3210
2022-03-05,10,15557,2689
2022-03-06,10,14993,2589
2022-03-07,10,7870,460
2022-03-08,10,9869,1279
2022-03-09,10,13214,1083
2022-03-10,10,6337,1036
2022-03-11,10,7580,1399
2022-03-12,10,9081,692
2022-03-13,10,6331,1086
2022-03-14,10,13714,1074
2022-03-15,10,13638,1582
2022-03-16,10,7441,600
2022-03-17,10,17706,1576
2022-03-18,10,11543,624
2022-03-19,10,8722,1110
2022-03-20,10,16271,3170
2022-03-21,10,7457,1017
2022-03-22,10,9948,1830
2022-03-23,10,19991,3853
2022-03-24,10,6148,394
2022-03-25,10,10260,1854
2022-03-26,10,17707,2177
2022-03-27,10,18208,3505
2022-03-28,10,19074,992
2022-03-29,10,14305,1246
2022-03-30,10,12298,915
2022-03-31,10,9432,1788
2022-04-01,10,7172,694
2022-04-02,10,15266,1731
2022-04-03,10,16327,1957
2022-04-04,10,18062,2585
2022-04-05,10,17935,2095
2022-04-06,10,16202,2635
2022-04-07,10,5521,865
2022-04-08,10,11311,1597
2022-04-09,10,16123,1009
2022-04-10,10,17104,1318
2022-04-11,10,16403,1058
2022-04-12,10,14006,786
2022-04-13,10,6991,753
2022-04-14,10,5824,401
2022-04-15,10,13885,1758
2022-04-16,10,5996,513
2022-04-17,10,8457,1086
2022-04-18,10,7276,1179
2022-04-19,10,14032,2757
2022-04-20,10,15578,2228
2022-04-21,10,6325,1168
2022-04-22,10,13460,2225
2022-04-23,10,8225,944
2022-04-24,10,17528,2579
2022-04-25,10,7873,748
2022-04-26,10,14185,2597
2022-04-27,10,8824,595
2022-04-28,10,18814,3114
2022-04-29,10,9539,557
2022-04-30,10,17727,1283
2022-05-01,10,13387,2633
2022-05-02,10,16612,2652
2022-05-03,10,17656,1336
2022-05-04,10,11096,630
2022-05-05,10,5560,569
2022-05-06,10,16934,3233
2022-05-07,10,12529,1267
2022-05-08,10,10660,1885
2022-05-09,10,10113,562
2022-05-10,10,15520,2290
2022-05-11,10,19003,1168
2022-05-12,10,8924,595
2022-05-13,10,5856,296
2022-05-14,10,15925,2827
2022-05-15,10,15841,2826
2022-05-16,10,14833,1771
2022-05-17,10,15482,2600
2022-05-18,10,18975,3553
2022-05-19,10,7992,578
2022-05-20,10,19299,1530
2022-05-21,10,16097,2264
2022-05-22,10,11091,1237
2022-05-23,10,19737,2516
2022-05-24,10,10908,1569
2022-05-25,10,10710,1287
2022-05-26,10,18581,2792
2022-05-27,10,8344,1541
2022-05-28,10,18794,3383
2022-05-29,10,10509,1325
2022-05-30,10,14771,2862
2022-05-31,10,11158,2062
2022-06-01,10,15023,2530
2022-06-02,10,17067,1713
2022-06-03,10,12333,781
2022-06-04,10,14605,1944
2022-06-05,10,6258,589
2022-06-06,10,11721,2308
2022-06-07,10,8228,637
2022-06-08,10,16815,2818
2022-06-09,10,18763,2667
2022-06-10,10,11111,613
2022-06-11,10,10932,1805
2022-06-12,10,18144,1079
2022-06-13,10,9222,534
2022-06-14,10,16205,3123
2022-06-15,10,8748,1716
2022-06-16,10,18582,2712
2022-06-17,10,18928,1473
2022-06-18,10,17476,2432
2022-06-19,10,15127,1908
2022-06-20,10,11393,1676
2022-06-21,10,16807,2710
2022-06-22,10,8492,580
2022-06-23,10,8471,984
2022-06-24,10,18360,1373
2022-06-25,10,10324,1165
2022-06-26,10,14015,1998
2022-06-27,10,8346,1440
2022-06-28,10,18452,1651
2022-06-29,10,6347,486
2022-06-30,10,11523,1668
2022-07-01,10,5945,889
2022-07-02,10,6961,759
