Date,Id,AlgerianSales,SyrianSales,IndianSales,ChineseSales,EuropeanSales,TotalSales
2022-07-18,5,1491,1572,2098,1522,5993,12676
2022-07-19,5,1071,2839,1296,3774,5487,14467
2022-07-20,5,4276,2492,2061,4426,4161,17416
2022-07-21,5,4082,960,3273,2386,3460,14161
2022-07-22,5,1060,2090,1589,3449,4667,12855
2022-07-23,5,2300,1730,3461,2671,5293,15455
2022-07-24,5,1416,2080,2500,1617,2296,9909
2022-07-25,5,1577,2733,3434,2578,5924,16246
2022-07-26,5,3441,1038,2839,2227,2891,12436
2022-07-27,5,1203,949,1832,3065,2552,9601
2022-07-28,5,2361,968,2900,2146,5967,14342
2022-07-29,5,1386,2144,1438,3861,3156,11985
2022-07-30,5,4513,1356,2071,3295,2106,13341
2022-07-31,5,2556,1152,2417,2021,4535,12681
2022-08-01,5,2872,2574,3513,4294,5918,19171
2022-08-02,5,1298,1594,3770,3452,2591,12705
2022-08-03,5,1280,2594,2049,1716,2245,9884
2022-08-04,5,3696,2894,1982,3254,2098,13924
2022-08-05,5,4135,2461,3938,1785,2417,14736
2022-08-06,5,3924,2755,2192,3998,5752,18621
2022-08-07,5,1634,1906,3990,3300,2729,13559
2022-08-08,5,2657,2068,2400,2317,5654,15096
2022-08-09,5,1089,2098,2396,4194,3503,13280
2022-08-10,5,1206,1735,2731,3366,2209,11247
2022-08-11,5,2201,2709,3035,2924,4189,15058
2022-08-12,5,3460,2516,3138,3363,2169,14646
2022-08-13,5,4026,2730,1351,4141,2363,14611
2022-08-14,5,4555,2771,2932,2895,5301,18454
2022-08-15,5,2070,2626,1392,2925,2237,11250
2022-08-16,5,2754,1185,3369,2887,2366,12561
2022-08-17,5,4373,1534,3990,3996,4350,18243
2022-08-18,5,3053,2013,2577,2868,2502,13013
2022-08-19,5,4453,2672,1588,2647,2348,13708
2022-08-20,5,1052,1866,2650,3760,4722,14050
2022-08-21,5,4196,2187,1252,1830,2512,11977
2022-08-22,5,1198,2826,3777,4462,4990,17253
2022-08-23,5,3983,1049,2006,3375,5643,16056
2022-08-24,5,1601,2289,1910,3081,2586,11467
2022-08-25,5,1776,1252,2123,4235,5548,14934
2022-08-26,5,1794,2374,2504,4407,4275,15354
2022-08-27,5,2877,2930,1330,1957,3161,12255
2022-08-28,5,3308,1238,1226,4498,5549,15819
2022-08-29,5,2684,1437,3262,2416,5313,15112
2022-08-30,5,2593,2057,2223,4409,5834,17116
2022-08-31,5,1967,1269,3167,3909,3453,13765
2022-09-01,5,4402,2529,3105,3314,2232,15582
2022-09-02,5,2045,1611,2697,1546,5841,13740
2022-09-03,5,4541,2747,3045,4351,5179,19863
2022-09-04,5,1673,1021,1334,2019,5495,11542
2022-09-05,5,1707,2018,2968,2393,4065,13151
2022-09-06,5,3471,2423,2792,1644,4772,15102
2022-09-07,5,4235,1183,1369,4406,2525,13718
2022-09-08,5,1954,1417,2492,3985,4681,14529
2022-09-09,5,3294,1511,1694,4067,3080,13646
2022-09-10,5,2841,1056,1603,3005,5381,13886
2022-09-11,5,3636,1281,2624,2641,3551,13733
2022-09-12,5,4731,2727,3914,3422,3351,18145
2022-09-13,5,4174,2086,1397,2745,3167,13569
2022-09-14,5,1309,1994,1404,1607,5889,12203
2022-09-15,5,3454,1164,2920,4186,5779,17503
2022-09-16,5,3981,2566,2262,2381,3304,14494
2022-09-17,5,4211,1482,2505,4461,3712,16371
2022-09-18,5,4617,908,3078,2098,2990,13691
2022-09-19,5,1070,2319,3773,3783,4942,15887
2022-09-20,5,4339,1941,3933,2831,4131,17175
2022-09-21,5,3744,1664,3990,2277,4789,16464
2022-09-22,5,2349,2589,1807,2464,5201,14410
2022-09-23,5,1638,2615,1960,3191,2423,11827
2022-09-24,5,4698,1554,2220,4252,2825,15549
2022-09-25,5,3961,1840,1781,2830,2927,13339
2022-09-26,5,1777,2575,3310,2305,3092,13059
2022-09-27,5,4140,2976,2258,2766,4360,16500
2022-09-28,5,4407,2859,2329,2901,3457,15953
2022-09-29,5,3017,2532,3670,1712,3740,14671
2022-09-30,5,1321,843,3746,1550,3776,11236
2022-10-01,5,4306,2621,3300,1698,2662,14587
2022-10-02,5,4507,861,1463,2634,4390,13855
2022-10-03,5,4217,2755,1369,3370,3114,14825
2022-10-04,5,2713,1148,3387,1865,3310,12423
2022-10-05,5,1654,1971,3200,3705,5174,15704
2022-10-06,5,1094,1820,1816,4072,5757,14559
2022-10-07,5,3318,1408,3151,4270,5749,17896
2022-10-08,5,1267,2368,2823,3539,2495,12492
2022-10-09,5,1295,2907,3431,4239,2484,14356
2022-10-10,5,1148,2346,2741,4174,5472,15881
2022-10-11,5,3472,1329,2627,2064,2564,12056
2022-10-12,5,3736,2356,3264,3842,4193,17391
2022-10-13,5,1124,2513,1939,4001,4676,14253
2022-10-14,5,2106,1161,2896,2223,4508,12894
2022-10-15,5,4019,2240,1527,2050,5577,15413
2022-10-16,5,2853,2089,2418,4092,4453,15905
2022-10-17,5,4891,2283,1594,3372,4028,16168
2022-10-18,5,4393,945,1773,2965,2808,12884
2022-10-19,5,3703,1773,2970,3230,4030,15706
2022-10-20,5,2126,854,1645,3820,2399,10844
2022-10-21,5,3246,2868,3514,3717,2140,15485
2022-10-22,5,2099,2631,2122,3861,4330,15043
2022-10-23,5,2920,1482,2206,1697,4684,12989
2022-10-24,5,1823,2917,1382,3528,4544,14194
2022-10-25,5,1665,2768,3620,3742,3840,15635
2022-10-26,5,1392,1771,1982,3958,5548,14651
2022-10-27,5,3695,1918,1805,2337,5969,15724
2022-10-28,5,4345,2037,2287,4435,3101,16205
2022-10-29,5,3561,1462,2810,1535,2967,12335
2022-10-30,5,1499,2125,3305,1969,3670,12568
2022-10-31,5,1726,2192,1738,1974,3117,10747
2022-11-01,5,2293,1551,2742,2344,4626,13556
2022-11-02,5,1442,1367,2353,2027,5925,13114
2022-11-03,5,3134,884,2811,3237,4090,14156
2022-11-04,5,2907,1424,2534,3192,5460,15517
2022-11-05,5,4584,1045,2887,4497,5328,18341
2022-11-06,5,4610,2806,1295,3621,2435,14767
2022-11-07,5,2147,1172,2798,3983,5280,15380
2022-11-08,5,3064,2369,1983,3886,4238,15540
2022-11-09,5,3877,1023,3287,2302,2680,13169
2022-11-10,5,2484,2775,1345,2391,4233,13228
2022-11-11,5,4368,2772,1389,1718,4509,14756
2022-11-12,5,4779,2473,1864,3576,5118,17810
2022-11-13,5,2929,1671,2004,2729,3257,12590
2022-11-14,5,4557,1230,3697,3358,4366,17208
2022-11-15,5,3935,1173,2352,3515,4353,15328
2022-11-16,5,1239,1732,3988,2474,3649,13082
2022-11-17,5,3607,1967,3009,2052,5116,15751
2022-11-18,5,4070,2361,2151,2954,4403,15939
2022-11-19,5,1716,2086,1548,2470,5595,13415
2022-11-20,5,3216,2923,1472,2778,3734,14123
2022-11-21,5,1928,924,2248,3815,3048,11963
2022-11-22,5,1852,2372,3718,2986,4517,15445
2022-11-23,5,2977,2470,2189,3817,5234,16687
2022-11-24,5,3208,1623,2682,2430,3714,13657
2022-11-25,5,2634,2934,3712,4410,2845,16535
2022-11-26,5,2928,1338,2182,3114,2189,11751
2022-11-27,5,4892,1223,3135,1913,4272,15435
2022-11-28,5,4308,2680,1331,2876,2907,14102
2022-11-29,5,2336,2113,1476,4108,4461,14494
2022-11-30,5,4259,907,1768,3075,2522,12531
2022-12-01,5,4717,2743,1553,1768,4842,15623
2022-12-02,5,1297,2885,3200,3368,3818,14568
2022-12-03,5,3052,935,1894,2687,5672,14240
2022-12-04,5,1368,876,1811,3236,2971,10262
2022-12-05,5,1553,1646,1509,3540,2394,10642
2022-12-06,5,3987,1894,2819,2948,2253,13901
2022-12-07,5,3584,1825,1951,3515,3882,14757
2022-12-08,5,1769,2858,1913,2223,2070,10833
2022-12-09,5,2709,1407,3785,2881,2407,13189
2022-12-10,5,1128,2531,2320,1755,3673,11407
2022-12-11,5,3926,2445,3439,3399,2762,15971
2022-12-12,5,3031,1052,3395,1567,3352,12397
2022-12-13,5,1239,2531,1243,3728,3963,12704
2022-12-14,5,4387,871,1591,4124,5159,16132
2022-12-15,5,1929,1892,3066,1866,3795,12548
2022-12-16,5,4676,2402,3717,2773,4620,18188
2022-12-17,5,2307,1150,1226,3346,3747,11776
2022-12-18,5,4687,1308,1411,2748,3946,14100
2022-12-19,5,1982,1865,2607,4129,3151,13734
2022-12-20,5,2596,954,3046,2167,4547,13310
2022-12-21,5,1188,1892,1606,3342,5290,13318
2022-12-22,5,1657,1695,2084,2396,3857,11689
2022-12-23,5,2312,1613,2105,4239,5471,15740
2022-12-24,5,4507,2042,2356,2026,2731,13662
2022-12-25,5,4872,1309,1942,1723,5387,15233
2022-12-26,5,3364,2053,2904,2582,3272,14175
2022-12-27,5,2964,2897,3173,2618,2035,13687
2022-12-28,5,4984,972,3025,3189,3603,15773
2022-12-29,5,2999,2292,3674,3337,5035,17337
2022-12-30,5,3005,2987,3650,2749,2987,15378
2022-12-31,5,2584,1289,3133,4375,4527,15908
2023-01-01,5,2533,2104,3917,3321,2774,14649
2023-01-02,5,4958,2607,1386,2018,5417,16386
2023-01-03,5,2738,806,1695,2230,4615,12084
2023-01-04,5,4670,2891,2504,3499,3948,17512
2023-01-05,5,2561,1822,1566,4045,4768,14762
2023-01-06,5,4670,1529,2234,1689,4036,14158
2023-01-07,5,3289,1239,2565,2024,4572,13689
2023-01-08,5,4342,1941,2111,3933,3519,15846
2023-01-09,5,4137,2925,3065,1535,3674,15336
2023-01-10,5,4853,1467,2753,4319,5898,19290
2023-01-11,5,2517,2893,3119,4049,3333,15911
2023-01-12,5,1238,2165,2250,1849,2626,10128
2023-01-13,5,3274,2949,3890,2626,5531,18270
2023-01-14,5,2531,2301,1741,2771,5227,14571
2023-01-15,5,2760,1941,1729,4209,3419,14058
2023-01-16,5,2317,2093,1868,4299,3066,13643
2023-01-17,5,2339,925,3814,3862,4580,15520
2023-01-18,5,4565,2237,2283,1968,3087,14140
2023-01-19,5,4021,1398,3807,3625,4894,17745
2023-01-20,5,2668,1823,2695,2054,3327,12567
2023-01-21,5,2951,1650,1286,2322,4186,12395
2023-01-22,5,3852,2928,1638,3139,4826,16383
2023-01-23,5,2696,2747,3675,3549,4678,17345
2023-01-24,5,3407,1423,1312,3978,2646,12766
2023-01-25,5,4274,2694,3748,2083,3817,16616
2023-01-26,5,1005,882,3887,2125,4247,12146
2023-01-27,5,3215,2398,1866,4137,5146,16762
2023-01-28,5,1845,1030,3079,3399,3321,12674
2023-01-29,5,2253,1001,3848,2433,3909,13444
2023-01-30,5,4868,883,2124,2835,3632,14342
2023-01-31,5,4056,2155,3451,4172,3817,17651
2023-02-01,5,3938,951,2628,1753,5295,14565
2023-02-02,5,3595,1843,2368,4094,3291,15191
2023-02-03,5,1420,2325,2812,3147,5817,15521
2023-02-04,5,2696,1164,2448,2338,2116,10762
2023-02-05,5,1963,1048,3742,2072,5111,13936
2023-02-06,5,2047,2715,2594,2708,3350,13414
2023-02-07,5,2218,1580,1826,3695,5689,15008
2023-02-08,5,4362,1895,3672,3759,2847,16535
2023-02-09,5,2130,2165,2898,2714,5956,15863
2023-02-10,5,4833,914,3063,1514,5659,15983
2023-02-11,5,2847,2218,3588,2356,4716,15725
2023-02-12,5,3350,2884,3735,2175,3529,15673
2023-02-13,5,1741,966,1216,3281,2877,10081
2023-02-14,5,1066,1784,2121,2877,4483,12331
2023-02-15,5,2314,2802,3608,3220,4626,16570
2023-02-16,5,3191,2241,2400,3698,2368,13898
2023-02-17,5,2065,1609,1313,2610,5522,13119
2023-02-18,5,4104,1857,2197,2403,4127,14688
2023-02-19,5,4853,2722,3863,2743,2366,16547
2023-02-20,5,1462,1912,3977,3366,3348,14065
2023-02-21,5,3617,2783,3919,3652,4168,18139
2023-02-22,5,4013,2793,1319,3776,5252,17153
2023-02-23,5,3754,2038,2193,3459,2720,14164
2023-02-24,5,3351,1278,3271,1560,2896,12356
2023-02-25,5,3898,1417,3988,4319,2746,16368
2023-02-26,5,1137,1871,3433,3319,4704,14464
2023-02-27,5,1131,2747,3137,1833,3711,12559
2023-02-28,5,2851,1691,1830,3145,3549,13066
2023-03-01,5,4671,2801,3100,3907,3748,18227
2023-03-02,5,3426,956,1602,3686,2710,12380
2023-03-03,5,3443,2935,2101,4266,2204,14949
2023-03-04,5,1692,1373,3352,1897,3858,12172
2023-03-05,5,2940,1209,3514,2625,2292,12580
2023-03-06,5,2323,1786,2786,2843,4783,14521
2023-03-07,5,4071,1908,3662,4153,2479,16273
2023-03-08,5,1329,826,2808,3401,3326,11690
2023-03-09,5,4831,1347,2289,2659,5278,16404
2023-03-10,5,4892,2474,2074,2971,4472,16883
2023-03-11,5,4121,2642,1643,2180,3690,14276
2023-03-12,5,4811,1014,1734,3281,2035,12875
2023-03-13,5,1504,1722,2810,3235,2043,11314
2023-03-14,5,1341,1655,2048,3420,2633,11097
2023-03-15,5,3696,2948,1565,4351,3397,15957
2023-03-16,5,2512,1526,3913,4394,3500,15845
2023-03-17,5,4601,2787,3325,2831,5447,18991
2023-03-18,5,1251,2303,3752,2036,4703,14045
2023-03-19,5,3343,1510,2844,4465,4248,16410
2023-03-20,5,1522,2232,3908,1752,4184,13598
2023-03-21,5,1303,2194,1609,3255,4085,12446
2023-03-22,5,2110,1128,2502,2469,2602,10811
2023-03-23,5,3775,1416,2128,3775,2503,13597
2023-03-24,5,4942,2297,3891,2981,5104,19215
2023-03-25,5,4131,2574,1651,1579,3237,13172
2023-03-26,5,1778,1902,2814,2270,4216,12980
2023-03-27,5,1635,2494,1884,3747,5855,15615
2023-03-28,5,1929,1322,3722,3077,4511,14561
2023-03-29,5,2398,2006,1389,2963,4131,12887
2023-03-30,5,3536,2465,2281,3920,3106,15308
2023-03-31,5,2331,2789,1529,1734,5367,13750
2023-04-01,5,1231,1631,2646,2152,3517,11177
2023-04-02,5,4610,1736,2686,3381,5297,17710
2023-04-03,5,1885,1689,1413,1822,2246,9055
2023-04-04,5,1094,1875,3659,3325,3448,13401
2023-04-05,5,2199,2781,3923,2979,4238,16120
2023-04-06,5,1003,2298,3628,4433,3795,15157
2023-04-07,5,2645,1654,2229,2278,3941,12747
2023-04-08,5,3823,2010,3643,2321,2709,14506
2023-04-09,5,3191,2467,2465,3350,3334,14807
2023-04-10,5,2760,1078,1314,2774,4262,12188
2023-04-11,5,3231,943,2331,3305,5742,15552
2023-04-12,5,1684,859,3708,4263,2331,12845
2023-04-13,5,4051,1425,1912,2716,4057,14161
2023-04-14,5,2135,1298,1579,4382,4969,14363
2023-04-15,5,2606,2062,1536,3441,4291,13936
2023-04-16,5,3335,1202,3977,3776,5534,17824
2023-04-17,5,2452,2129,1403,4096,2945,13025
2023-04-18,5,2352,1142,3125,2684,4023,13326
2023-04-19,5,4024,1932,2245,3958,4770,16929
2023-04-20,5,1750,2109,1966,3865,3477,13167
2023-04-21,5,3887,1323,1779,3628,2065,12682
2023-04-22,5,2511,2161,3943,3065,4199,15879
2023-04-23,5,2580,2858,1752,2939,2699,12828
2023-04-24,5,1518,1676,3766,1641,3681,12282
2023-04-25,5,4537,2029,2755,1523,3735,14579
2023-04-26,5,3575,1340,3168,3766,3558,15407
2023-04-27,5,2286,1177,2092,4108,3155,12818
2023-04-28,5,3290,1900,2998,3657,4469,16314
2023-04-29,5,4678,2908,1658,3342,2330,14916
2023-04-30,5,1989,2157,1450,2861,3250,11707
2023-05-01,5,2819,2304,2825,4225,5365,17538
2023-05-02,5,4687,2470,3454,2025,5966,18602
2023-05-03,5,1918,1458,2070,2311,3415,11172
2023-05-04,5,4784,1721,3425,2682,3560,16172
2023-05-05,5,2873,825,1732,3131,2133,10694
2023-05-06,5,1155,1766,2130,3732,3011,11794
2023-05-07,5,3928,1819,3615,4131,4927,18420
2023-05-08,5,1789,2758,3450,2197,2182,12376
2023-05-09,5,1179,1804,1639,2177,5416,12215
2023-05-10,5,1452,1941,1950,4077,2799,12219
2023-05-11,5,3373,972,3965,2024,2772,13106
2023-05-12,5,4624,2303,2502,4387,4389,18205
2023-05-13,5,4596,2522,3136,3969,2269,16492
2023-05-14,5,1004,2841,2258,3857,5693,15653
2023-05-15,5,4595,2988,3325,3360,3120,17388
2023-05-16,5,4302,2942,3150,1668,5114,17176
2023-05-17,5,3739,2122,2276,4324,4586,17047
2023-05-18,5,4054,923,3104,3367,3641,15089
2023-05-19,5,1302,2692,2412,3168,4275,13849
2023-05-20,5,2369,1941,3956,4452,5300,18018
2023-05-21,5,3913,1029,2186,3455,2872,13455
2023-05-22,5,3079,1517,3536,1848,4643,14623
2023-05-23,5,4689,2610,1715,3908,3115,16037
2023-05-24,5,1284,1762,2113,2753,4981,12893
2023-05-25,5,2435,2235,1996,1504,2056,10226
2023-05-26,5,2241,2918,2948,4130,3390,15627
2023-05-27,5,4692,2913,2211,2403,4411,16630
2023-05-28,5,1204,2527,1776,4499,5552,15558
2023-05-29,5,1330,2642,1418,2189,2849,10428
2023-05-30,5,3463,2240,3260,1533,5535,16031
2023-05-31,5,2455,1078,1742,3988,2304,11567
2023-06-01,5,4841,1307,3090,1800,2397,13435
2023-06-02,5,3114,860,2889,4288,2173,13324
2023-06-03,5,1501,805,1841,3080,3237,10464
2023-06-04,5,3151,2127,3303,2179,3417,14177
2023-06-05,5,2278,2858,3478,3701,5882,18197
2023-06-06,5,4367,2340,1749,2768,4510,15734
2023-06-07,5,3465,983,2547,3379,2330,12704
2023-06-08,5,3740,1315,2263,4471,2102,13891
2023-06-09,5,1496,977,2207,2526,2736,9942
2023-06-10,5,3819,2627,2725,4277,2631,16079
2023-06-11,5,1830,2307,1566,4439,4817,14959
2023-06-12,5,2648,2016,3811,2190,3981,14646
2023-06-13,5,4268,851,1620,1571,3941,12251
2023-06-14,5,4877,1658,3196,3566,4506,17803
2023-06-15,5,1815,2477,3263,1800,4735,14090
2023-06-16,5,3244,1195,2066,2622,3846,12973
2023-06-17,5,3349,1424,3784,2570,2947,14074
2023-06-18,5,1721,2069,3809,4017,5706,17322
2023-06-19,5,4006,2690,1516,1530,5820,15562
2023-06-20,5,1557,1240,3533,4104,3087,13521
2023-06-21,5,4160,1953,1741,2272,3499,13625
2023-06-22,5,1572,835,3975,2306,5143,13831
2023-06-23,5,3600,2044,1858,2967,3429,13898
2023-06-24,5,1609,2177,1266,2221,2592,9865
2023-06-25,5,2068,2475,2939,3353,2508,13343
2023-06-26,5,2539,2161,1843,4072,3512,14127
2023-06-27,5,4300,1938,1848,3851,5486,17423
2023-06-28,5,3468,1196,2467,3112,5808,16051
2023-06-29,5,1844,950,1438,2885,4669,11786
2023-06-30,5,4796,2435,2259,4315,4181,17986
2023-07-01,5,4745,1283,2084,4286,5768,18166
2023-07-02,5,3636,2986,3577,1976,5061,17236
2023-07-03,5,3679,1562,2493,2769,4257,14760
2023-07-04,5,4761,2637,1985,1651,5463,16497
2023-07-05,5,4465,2962,2343,1563,3311,14644
2023-07-06,5,3451,1808,1906,3876,3702,14743
2023-07-07,5,2329,2780,1757,4405,3413,14684
2023-07-08,5,3384,2158,1342,2257,4396,13537
2023-07-09,5,4862,2985,1881,3361,4621,17710
2023-07-10,5,3900,982,2652,1732,5778,15044
2023-07-11,5,1448,2765,1341,4192,5054,14800
2023-07-12,5,2381,1399,3515,3279,5566,16140
2023-07-13,5,1851,1105,2589,1745,3377,10667
2023-07-14,5,3611,1402,2715,3370,2212,13310
2023-07-15,5,4824,1091,2448,2577,5861,16801
2023-07-16,5,3805,1094,2157,1799,2115,10970
2023-07-17,5,3166,1333,2473,2590,5675,15237
2023-07-18,5,4696,965,3886,2624,3562,15733
2023-07-19,5,3590,2462,3050,1748,2443,13293
2023-07-20,5,2899,2283,3015,4035,4751,16983
2023-07-21,5,2055,1167,1357,3062,4297,11938
2023-07-22,5,4614,2782,1497,2664,2515,14072
2023-07-23,5,3425,2212,1373,3830,4285,15125
2023-07-24,5,2752,2442,1610,2545,2900,12249
2023-07-25,5,3892,1875,3651,3953,2974,16345
2023-07-26,5,1456,1431,1723,1864,5915,12389
2023-07-27,5,1337,2245,1298,4049,5561,14490
2023-07-28,5,1835,2391,3343,2056,3880,13505
2023-07-29,5,1902,1241,2501,2111,3777,11532
2023-07-30,5,4135,2852,3796,1649,4506,16938
2023-07-31,5,2402,2902,2534,2571,5301,15710
2023-08-01,5,4660,2706,3748,1653,2520,15287
2023-08-02,5,3510,2435,2550,2081,2438,13014
2023-08-03,5,4278,2737,2588,3642,5295,18540
2023-08-04,5,3286,1679,3891,4396,4864,18116
2023-08-05,5,1829,2634,2935,4312,3345,15055
2023-08-06,5,3907,2485,3330,1845,5498,17065
2023-08-07,5,1223,1788,2192,3697,2968,11868
2023-08-08,5,3624,844,3556,2850,3900,14774
2023-08-09,5,3314,2122,3939,3867,2509,15751
2023-08-10,5,4907,2461,3816,2755,2934,16873
2023-08-11,5,2696,1755,2838,1717,2736,11742
2023-08-12,5,1115,2967,2394,2789,5995,15260
2023-08-13,5,3214,983,2799,1713,2602,11311
2023-08-14,5,2570,1579,3242,1996,3256,12643
2023-08-15,5,4223,2362,2799,1616,5558,16558
2023-08-16,5,3107,2156,2981,2777,3559,14580
2023-08-17,5,1504,1908,2237,3257,2612,11518
2023-08-18,5,3374,2717,3762,4482,5480,19815
2023-08-19,5,2188,2212,3870,3626,3653,15549
2023-08-20,5,4702,986,2610,4194,4813,17305
2023-08-21,5,2324,1067,3712,1822,2816,11741
2023-08-22,5,1863,2573,1330,2235,3470,11471
2023-08-23,5,1500,2423,3966,2472,2312,12673
2023-08-24,5,4230,1609,2247,1789,4740,14615
2023-08-25,5,4087,2165,1371,3626,5305,16554
2023-08-26,5,2359,2092,1955,3912,3585,13903
2023-08-27,5,4580,2993,3082,3470,4879,19004
2023-08-28,5,4395,1989,2906,2814,4757,16861
2023-08-29,5,1116,2864,2286,4436,2622,13324
2023-08-30,5,1118,2593,3417,3398,3858,14384
2023-08-31,5,4580,1272,1843,3794,3363,14852
2023-09-01,5,1981,1765,3746,1801,4993,14286
2023-09-02,5,4542,1977,3662,3389,3741,17311
2023-09-03,5,2757,2183,2953,4442,4154,16489
2023-09-04,5,4276,2683,2728,1595,4547,15829
2023-09-05,5,3078,1805,3114,3301,2151,13449
2023-09-06,5,1038,1570,3003,1881,3537,11029
2023-09-07,5,1406,996,2641,2491,3005,10539
2023-09-08,5,4228,901,2122,1857,2607,11715
2023-09-09,5,4218,2943,3001,4088,2482,16732
2023-09-10,5,2008,1917,2150,2617,3423,12115
2023-09-11,5,1603,1550,2316,2792,4481,12742
2023-09-12,5,3542,1052,1493,2365,3705,12157
2023-09-13,5,1103,928,2566,3800,5822,14219
2023-09-14,5,3157,2089,3732,3623,3976,16577
2023-09-15,5,2835,1565,1492,3588,2231,11711
2023-09-16,5,3442,803,1817,1625,5374,13061
2023-09-17,5,1437,2770,3459,3290,5039,15995
2023-09-18,5,1164,1616,3517,1583,3379,11259
2023-09-19,5,4404,1656,1218,1520,4723,13521
2023-09-20,5,1352,810,2638,3300,2517,10617
2023-09-21,5,4124,2962,1228,4137,2858,15309
2023-09-22,5,1401,2278,3568,3200,3302,13749
2023-09-23,5,1196,1847,1979,3455,5688,14165
2023-09-24,5,4454,1574,3417,1839,3685,14969
2023-09-25,5,4491,2520,1395,2351,3706,14463
2023-09-26,5,3062,1514,1238,3150,3225,12189
2023-09-27,5,1017,2741,3231,4484,4443,15916
2023-09-28,5,1597,2296,1230,2906,2782,10811
2023-09-29,5,1742,2119,1387,3884,5891,15023
2023-09-30,5,2592,2342,3605,3976,4571,17086
2023-10-01,5,3796,1771,2589,3045,5755,16956
2023-10-02,5,2605,2676,3316,3991,3461,16049
2023-10-03,5,2967,2104,3112,2514,3964,14661
2023-10-04,5,3868,974,2633,1937,2659,12071
2023-10-05,5,4149,983,2361,4449,3926,15868
2023-10-06,5,3464,1078,3689,4044,4489,16764
2023-10-07,5,4089,2366,2656,3946,4643,17700
2023-10-08,5,4182,2654,3577,3702,4336,18451
2023-10-09,5,3726,2265,2760,3454,3657,15862
2023-10-10,5,1791,2319,2558,2027,4911,13606
2023-10-11,5,2349,1594,3135,4435,5410,16923
2023-10-12,5,3679,2720,3425,3144,3323,16291
2023-10-13,5,4051,2530,3980,3327,4045,17933
2023-10-14,5,1486,1415,3031,1644,5613,13189
2023-10-15,5,1955,1467,1737,3361,4206,12726
2023-10-16,5,3493,2767,2559,2378,5257,16454
2023-10-17,5,2390,2507,3561,4180,2647,15285
2023-10-18,5,4791,1176,2098,4472,5177,17714
2023-10-19,5,2216,2979,3145,3191,5726,17257
2023-10-20,5,1337,2976,3093,2128,3083,12617
2023-10-21,5,4514,1404,2310,2423,2439,13090
2023-10-22,5,1753,2500,3813,4250,4471,16787
2023-10-23,5,4471,2574,3552,2064,5732,18393
2023-10-24,5,1858,1836,1587,3056,5750,14087
2023-10-25,5,2111,1764,3058,3875,3861,14669
2023-10-26,5,4594,1549,2355,1817,2371,12686
2023-10-27,5,2773,2525,2504,3215,4110,15127
2023-10-28,5,1181,2235,1566,2593,3883,11458
2023-10-29,5,3145,2384,3714,2419,3616,15278
2023-10-30,5,2055,1245,2896,4432,2132,12760
2023-10-31,5,4770,2048,2555,1839,3347,14559
2023-11-01,5,4674,1239,2456,3476,2507,14352
2023-11-02,5,4074,2911,1280,2640,5770,16675
2023-11-03,5,2013,2659,1884,4274,3112,13942
2023-11-04,5,2543,1672,2179,3651,3796,13841
2023-11-05,5,2146,2523,2397,1789,3976,12831
2023-11-06,5,4898,2306,2201,4271,2547,16223
2023-11-07,5,4038,2681,2826,2796,3669,16010
2023-11-08,5,2725,2879,3727,3565,3165,16061
2023-11-09,5,3968,2788,3963,1673,4923,17315
2023-11-10,5,4881,2803,3401,3125,2840,17050
2023-11-11,5,3851,2670,3442,1695,5178,16836
2023-11-12,5,4879,1447,1787,1561,2979,12653
2023-11-13,5,3073,2527,3233,3934,5754,18521
2023-11-14,5,1685,1054,3082,1763,5074,12658
2023-11-15,5,2259,1190,2927,3760,2545,12681
2023-11-16,5,2948,1199,3187,1552,2399,11285
2023-11-17,5,1207,1102,2252,1675,3001,9237
2023-11-18,5,3525,2572,3128,1801,2282,13308
2023-11-19,5,3850,2561,1237,4092,5664,17404
2023-11-20,5,2387,1701,2219,4145,2180,12632
2023-11-21,5,3979,2295,3472,1891,3948,15585
2023-11-22,5,2172,2407,1261,4273,3059,13172
2023-11-23,5,2114,2969,1985,2568,3212,12848
2023-11-24,5,3207,2721,2372,2269,5275,15844
2023-11-25,5,3479,2741,3099,4288,2639,16246
2023-11-26,5,4318,2610,2838,1782,4141,15689
2023-11-27,5,2149,2148,3840,2640,4422,15199
2023-11-28,5,3262,1481,2963,4275,3200,15181
2023-11-29,5,1379,1682,3024,1517,5083,12685
2023-11-30,5,2057,2410,1792,1651,4993,12903
2023-12-01,5,3893,1759,2187,2995,5980,16814
2023-12-02,5,1786,2147,3197,1706,2024,10860
2023-12-03,5,3502,957,3498,3816,4282,16055
2023-12-04,5,4308,1131,3214,4117,4861,17631
2023-12-05,5,1138,1016,3530,3273,5208,14165
2023-12-06,5,2100,804,2755,3167,3630,12456
2023-12-07,5,2880,1210,2257,2786,2274,11407
2023-12-08,5,3178,2348,2770,1744,3348,13388
2023-12-09,5,1774,2456,2007,2211,5618,14066
2023-12-10,5,2206,870,2710,2032,2887,10705
2023-12-11,5,3904,2329,1557,1681,4271,13742
2023-12-12,5,3170,2035,2175,2490,4308,14178
2023-12-13,5,3454,2245,2072,1873,5118,14762
2023-12-14,5,3809,1134,3099,1840,2953,12835
2023-12-15,5,4082,1962,3018,1791,4548,15401
2023-12-16,5,1718,2133,3149,3238,4963,15201
2023-12-17,5,3922,1228,1270,2362,3171,11953
